bucket	token	count	guess	guesses	reason	source	record_id	lemma	field	translation
candidate_spelling	svplir	1	suplir	suplir	svplir -> suplir	1571 Molina 2	1571-molina-2:023331	tlanemachililoni	Traducción	cosa para cumplir, o svplir faltas
candidate_spelling	swell	1	selle	selle, well	swell -> selle	2021 Wimmer	2021-wimmer:003589	tomolihui	Traducción (es)	v.inanim., swell
candidate_spelling	sálvanse	1	salvajes	salvajes, salvase, salvases, salvares	sálvanse -> salvajes	1571 Molina 2	1571-molina-2:014111	nemaquixtilo	Traducción	libranse, o sálvanse todos
candidate_spelling	súbditamente	1	súbitamente	súbitamente	súbditamente -> súbitamente	153? Trilingüe	153-trilingue:001380	tzomactica	Traducción	súbditamente
candidate_spelling	tabernerar	1	tabernera	tabernera, taberneras	tabernerar -> tabernera	1780 ? Bnf_361	1780-bnf-361:015669	ocnamaca	Traducción	tabernerar; tabernero, o tavernera
candidate_spelling	tacatia	1	tacita	tacita, tacitas	tacatia -> tacita	2021 Wimmer	2021-wimmer:026061	netacatilo	Traducción (es)	pasivo, on tacatia (?), ser dejado a un lado
candidate_spelling	tahtia	1	Tahití	Tahití	tahtia -> Tahití	2021 Wimmer	2021-wimmer:026063	netatilo	Traducción (es)	v.impers., en tahtia, lo tomamos por padre
candidate_spelling	tallustre	1	talaste	talaste, tallaste	tallustre -> talaste	1571 Molina 2	1571-molina-2:001815	tlaztaliani	Traducción	el que da el tallustre, o hace blanco algo
candidate_spelling	talparte	1	taparte	taparte, tallarte	talparte -> taparte	1571 Molina 2	1571-molina-2:017051	quexquichca?	Traducción	que tanto trecho aura hasta talparte? preguntando. adverbio
candidate_spelling	tamale	1	tamales	tamales, tamal, ámale, Tamale, tamal e	tamale -> tamales	2021 Wimmer	2021-wimmer:009561	chalchiuhtamalli	Traducción (es)	tamale 'jade', también llamado huauhquiltamalli
candidate_spelling	tanboril	1	tamboril	tamboril	tanboril -> tamboril	1598 Tezozomoc	1598-tezozomoc:000389	yopihuehuetl	Traducción	tamborcillo / tanboril de alegría *ap
candidate_spelling	tantalus	1	tantalum	tantalum	tantalus -> tantalum	2021 Wimmer	2021-wimmer:013136	cuapetlahuac	Traducción (es)	ornitología: tantalus americano
candidate_spelling	tantisper	1	transitare	transitare	tantisper -> transitare	17?? Bnf_362bis	17-bnf-362bis:000628	oc	Traducción	por ahora, entretanto, en el interin, un poquito latin. tantisper
candidate_spelling	tarazón	1	tararon	tararon, tarasen	tarazón -> tararon	1571 Molina 2	1571-molina-2:005195	centlatectli tocino	Traducción	un jamón de tocino, o un pedazo de alguna cosa, una rebanada de algo, o una rueda o tarazón de pescado
candidate_spelling	tardadro	1	tardado	tardado	tardadro -> tardado	1780 ? Bnf_361	1780-bnf-361:022305	tetzicoani	Traducción	detenedor de otro; õ tardadro de otro
candidate_spelling	tarreñas	1	tareas	tareas, terrenas, barrenas	tarreñas -> tareas	153? Trilingüe	153-trilingue:008370	castillan ayacochtli	Traducción	tarreñas chapas para tañer
candidate_spelling	tartaleta	1	tartajea	tartajea	tartaleta -> tartajea	2021 Wimmer	2021-wimmer:019428	ixcuecuechtic	Traducción (es)	tomado, coagulado, cuajado, cuya superficie se recubre con una tartaleta
candidate_spelling	tartaroso	1	tártaros	tártaros, tartajoso	tartaroso -> tártaros	17?? Bnf_362	17-bnf-362:001384	chochen	Traducción	tartaroso (con tártaro)
candidate_spelling	tasadose	1	tasado	tasado, tasados, tasados e	tasadose -> tasado	1780 ? Bnf_361	1780-bnf-361:001327	tlatocayotiani	Traducción	estidose tasadose
candidate_spelling	tasechar	1	asechar	asechar, trasechar	tasechar -> asechar	1780 ? Bnf_361	1780-bnf-361:013309	nahuallacaqui	Traducción	tasechar escuchando
candidate_spelling	tassar	1	tasar	tasar, tascar	tassar -> tasar	2021 Wimmer	2021-wimmer:028634	patiyotlalia	Traducción (es)	v.i., impuesto, arancel, fijar el precio de una cosa. / v.i., poner precio a lo que se vende, o tassar precio. / v.t. tla-., fijar el precio de una cosa
candidate_spelling	tatado	1	tratado	tratado, tapado, matado, atado, tasado, catado	tatado -> tratado	1780 ? Bnf_361	1780-bnf-361:025217	tlaihiopacholli	Traducción	el tatado el huelgo, el que tiene por otro tapado el huelgo, el aliento
candidate_spelling	tavano	1	tamaño	tamaño, tacaño, tábano	tavano -> tamaño	1780 ? Bnf_361	1780-bnf-361:019652	teminaliztli	Traducción	picada como avispa, o tavano
candidate_spelling	tavernera	1	tabernera	tabernera	tavernera -> tabernera	1780 ? Bnf_361	1780-bnf-361:015669	ocnamaca	Traducción	tabernerar; tabernero, o tavernera
candidate_spelling	taón	1	gaón	gaón, tan, tapón, talón, tazón, tacón	taón -> gaón	2021 Wimmer	2021-wimmer:027501	oltetzcan	Traducción (es)	taón. finca de pasto 1903,290
candidate_spelling	tecaneua	1	tenacea	tenacea	tecaneua -> tenacea	1571 Molina 2	1571-molina-2:007868	ehua, tehuicn	Traducción	lo mismo es que tecaneua
candidate_spelling	tecanman	1	tenacean	tenacean	tecanman -> tenacean	1580 Sahagún/Máynez	1580-sahagun-maynez:001677	tecamman teohua	Traducción	"""el sacerdote de tecanman"" (en la boca)"
candidate_spelling	tecelh	1	tecleo	tecleo, teclea, tecleó, tecleen, teclees, teclee	tecelh -> tecleo	1547 Olmos_G	1547-olmos-g:000107	cel	Traducción	yo solo; tecelh no se dice
candidate_spelling	techi	1	tech	tech, Bechí, techo, teche, techa, techó	techi -> tech	1759 Paredes	1759-paredes:000510	chihua	Traducción	engendrar / concebir / dañar / techchihualtizque se debe pronunciar techi
candidate_spelling	techpan	1	techan	techan	techpan -> techan	17?? Bnf_362bis	17-bnf-362bis:000675	pan	Traducción	vide cuitlapan. icpac techpan
candidate_spelling	telo	1	Otelo	Otelo, Gelo, tela, pelo, tele, temo	telo -> Otelo	1571 Molina 2	1571-molina-2:004291	yeteticmati	Traducción	allá telo ha, mira tu lo que conviene
candidate_spelling	temoa	1	tema	tema, temor, temo, temía, temo a	temoa -> tema	2021 Wimmer	2021-wimmer:032476	temolo	Traducción (es)	v. pasivo sobre temoa, buscarse
candidate_spelling	temocate	1	tecomate	tecomate, tecomates	temocate -> tecomate	1598 Tezozomoc	1598-tezozomoc:001461	tecomatillo	Traducción	"tecomatillo / ""pequeño temocate"""
candidate_spelling	tempestadd	1	tempestad	tempestad	tempestadd -> tempestad	1780 ? Bnf_361	1780-bnf-361:006561	acomana	Traducción	alterarse, o alborotarse la gente que está ayuntada, o turbarse el agua con tempestadd de viento
candidate_spelling	templnza	1	templanza	templanza	templnza -> templanza	1780 ? Bnf_361	1780-bnf-361:024397	tlacualizcahualtia	Traducción	dieta o templnza tener en el comer
candidate_spelling	tempus	1	tempos	tempos	tempus -> tempos	153? Trilingüe	153-trilingue:005790	matlacilhuicayotl	Traducción	diez días tempus
candidate_spelling	tenanca	1	enanca	enanca	tenanca -> enanca	2021 Wimmer	2021-wimmer:032633	tenancayotl	Traducción (es)	la nación tenanca
candidate_spelling	tenaxa	1	tenaza	tenaza, texana	tenaxa -> tenaza	17?? Bnf_362	17-bnf-362:001527	comitl	Traducción	olla; jarro, mas usan corrompido el castellano diciendo xallo; tinaja, esto es cántaro, y ya corruptamente llaman tenaxa
candidate_spelling	tenazar	1	tenazas	tenazas, tenaza, atenazar	tenazar -> tenazas	153? Trilingüe	153-trilingue:009424	tepozcacalohuia	Traducción	tenazar con tenazas
candidate_spelling	tenbrar	1	temblar	temblar	tenbrar -> temblar	1547 Olmos_V ?	1547-olmos-v:001948	tlantzitzilitza	Traducción	tenbrar [temblar] de frío los dientes
candidate_spelling	tendidura	1	tendida	tendida, hendidura, tendiera, tendedera, tundidura	tendidura -> tendida	1780 ? Bnf_361	1780-bnf-361:000318	tlatetehuanaliztli	Traducción	tendidura de lo encogido
candidate_spelling	tenebregosa	1	tenebrosa	tenebrosa	tenebregosa -> tenebrosa	1780 ? Bnf_361	1780-bnf-361:012324	mixtecomacyo	Traducción	nublosa cosa; tenebregosa
candidate_spelling	tenera	1	tener	tener, tendrá, genera, ternera, tetera, tentar	tenera -> tener	1780 ? Bnf_361	1780-bnf-361:026030	tlamachiyotilli	Traducción	señalado de esta tenera(!) yo(!)ataduras en la carne
candidate_spelling	tenermala	1	tenérmela	tenérmela, tenermaíla	tenermala -> tenérmela	1571 Molina 2	1571-molina-2:017538	teca  +	Traducción	echarse sobre otros, o tenermala fama
candidate_spelling	tenesmo	1	tensemos	tensemos	tenesmo -> tensemos	2021 Wimmer	2021-wimmer:026172	netititzaliztli	Traducción (es)	tenesmo; cansancio, deseo doloroso de defecar
candidate_spelling	teneua	1	tenue	tenue, tenues	teneua -> tenue	1780 ? Bnf_361	1780-bnf-361:019877	tenehuilia	Traducción	applic. teneua 3ª. relación p.83
candidate_spelling	tenientie	1	teniente	teniente	tenientie -> teniente	1780 ? Bnf_361	1780-bnf-361:005193	yaocallapixqui	Traducción	tenientie de fortaleza
candidate_spelling	tenplo	1	templo	templo, tenlo, templó	tenplo -> templo	1598 Tezozomoc	1598-tezozomoc:000573	coatcocalli	Traducción	tenplo de dios nuevo
candidate_spelling	tenta	1	tenia	tenia, tanta, tenía, tenga, venta, renta	tenta -> tenia	17?? Bnf_362	17-bnf-362:004465	tiamicoyan	Traducción	feria plaza, o mercado, aquí suelen decir tenta
candidate_spelling	tento	1	tengo	tengo, tanto, Trento, lento, texto, tinto	tento -> tengo	1571 Molina 2	1571-molina-2:004166	yehuailhuia	Traducción	estar a tento
candidate_spelling	tepanecs	1	tenaces	tenaces	tepanecs -> tenaces	2021 Wimmer	2021-wimmer:009076	centepanecaitoa	Traducción (es)	v.refl., a todos se les llama tepanecs juntos
candidate_spelling	tepicme	1	Tepic	Tepic	tepicme -> Tepic	2021 Wimmer	2021-wimmer:034098	tepiccuica	Traducción (es)	v.i., cantan en honor del tepicme
candidate_spelling	tepisque	1	tapisque	tapisque, tapisqué	tepisque -> tapisque	1551-95 Documentos nahuas de la Ciudad de México	1551-95-documentos-nahuas-de-la-ciudad-de-mexico:002659	tepixqui	Traducción	mayoral de barrio / tepisque
candidate_spelling	tepotz	1	topes	topes, topete, topetes, topeta, topetas, topetee	tepotz -> topes	1645 Carochi	1645-carochi:002328	tepotzotecatl	Traducción	natural de tepotzòtlän
candidate_spelling	teregoso	1	terregoso	terregoso	teregoso -> terregoso	1780 ? Bnf_361	1780-bnf-361:025928	tlalteyo	Traducción	teregoso lleno de terrones
candidate_spelling	ternecica	1	tercena	tercena, tercenista	ternecica -> tercena	1579 Durán	1579-duran:000045	xilonen	Traducción	la que anduvo y permaneció como jilote, ternecica. la que permaneció doncella y sin pecado. la que anduvo delicadita y tierna, como mazorca ternecita y fresca
candidate_spelling	ternillosa	1	tornillos	tornillos, treintas, trencillas, tresillos, trencillos, trefilas	ternillosa -> tornillos	1571 Molina 2	1571-molina-2:002625	cecelicayo	Traducción	cosa ternillosa
candidate_spelling	terrezno	1	terreno	terreno, torrezno, perrezno	terrezno -> terreno	153? Trilingüe	153-trilingue:001261	tozinochiahuacayotl	Traducción	pingüe de terrezno
candidate_spelling	tesorar	1	atesorar	atesorar, tesorera	tesorar -> atesorar	153? Trilingüe	153-trilingue:010100	teuchuitlatetzontia	Traducción	tesorar
candidate_spelling	testamente	1	testamento	testamento	testamente -> testamento	1780 ? Bnf_361	1780-bnf-361:013426	nanahuatia	Traducción	mancha, hacer testamente
candidate_spelling	teucalli	1	tecali	tecali	teucalli -> tecali	1571 Molina 1	1571-molina-1:027708	teopan	Traducción	perrochia, teucalli
candidate_spelling	texerla	1	tenerla	tenerla, temerla	texerla -> tenerla	1571 Molina 2	1571-molina-2:003283	xiotl	Traducción	empeine, o sarna, o lizo para urdir tela y texerla
candidate_spelling	texidas	1	tenidas	tenidas, tejidas, temidas, teñidas, tedias	texidas -> tenidas	1571 Molina 2	1571-molina-2:016446	petlacalli	Traducción	petaca a manera de arca que hacen de cañas texidas
candidate_spelling	texo	1	tex	tex, texto, temo, nexo, teso, tejo	texo -> tex	1547 Olmos_G	1547-olmos-g:000433	iquiti	Traducción	yo texo
candidate_spelling	three	1	tire	tire, tare, toree, toreé	three -> tire	2021 Wimmer	2021-wimmer:015951	exiuhtia	Traducción (es)	v.i., be three years old. / v.i., tardar o detenerse tres años en alguna parte. / v.i., este niño ya tiene tres años
candidate_spelling	ticto	1	tinto	tinto, tacto, Tito, dictó, tico, dicto	ticto -> tinto	2021 Wimmer	2021-wimmer:007550	yayahualhuitimani	Traducción (es)	v.bitrans. ticto-., ser numerosos en torno a una persona de calidad, rodearla, acompañarla
candidate_spelling	tiem	1	time	time	tiem -> time	1645 Carochi	1645-carochi:000385	ye	Traducción	ya / çan ~ nö ihui, de la misma manera / (çan ~) nö iuh, de la misma manera / ca ~, ya / çan ~ nö iuhqui, de la misma manera / çan ~ nö, mismo / (in) ~ nechca, tiempos pasados / (in) ~ nëpa, tiempos pasados / ~ huècauh, antiguo / ~ imman, ya es hora / ~ imman, ya es tiempo / ~ imonequiän, ya es tiem
candidate_spelling	tiemo	1	tiempo	tiempo, temo, tieso, timó, fiemo, ciemo	tiemo -> tiempo	17?? Bnf_362bis	17-bnf-362bis:000834	ca huel immam	Traducción	ya es buena hora, tiemo, ocasión
candidate_spelling	tiempla	1	tiembla	tiembla, templa	tiempla -> tiembla	1565 Sahagún Escolios	1565-sahagun-escolios:000528	huihuixcani	Traducción	persona que tiempla de viejo
candidate_spelling	tieneen	1	tienen	tienen, tienden, tienten	tieneen -> tienen	1571 Molina 2	1571-molina-2:016292	atle ipam motta	Traducción	cosa vil, que nose estima ni tieneen nada
candidate_spelling	tienso	1	pienso	pienso, tiendo, tenso, tiento, tiernos, tensó	tienso -> pienso	17?? Bnf_362bis	17-bnf-362bis:000875	tlamach  +	Traducción	poco a poco, despacio, con tienso, quedito, mansa y pacíficamente
candidate_spelling	tientio	1	tiento	tiento	tientio -> tiento	1780 ? Bnf_361	1780-bnf-361:006029	iyolicniauh	Traducción	andar con tientio
candidate_spelling	tiera	1	Piera	Piera, tierra, tira, diera, riera, viera	tiera -> Piera	1780 ? Bnf_361	1780-bnf-361:026337	tlamayahuiliztli	Traducción	tiro el acto de tiera
candidate_spelling	tigueres	1	Figueres	Figueres	tigueres -> Figueres	1598 Tezozomoc	1598-tezozomoc:001618	tepotzoicpalli	Traducción	asentadero labrado y espaldar / asentadero grande galano y por estrado a los pies cueros de tigueres muy galanos / silla baja aforrado de cuero de tigre, y estrado de otro cuero de tigre / silla real
candidate_spelling	tinaia	1	tinaja	tinaja, tinada	tinaia -> tinaja	1571 Molina 1	1571-molina-1:024381	quechpiyaztli	Traducción	cañilla de tinaia
candidate_spelling	tinar	1	tirar	tirar, tina, pinar, dinar, minar, tiran	tinar -> tirar	2021 Wimmer	2021-wimmer:007536	cemixcuepa	Traducción (es)	v.i., perderse, no encontrar el camino. / v.i., perderse, no tornando a tinar al camino
candidate_spelling	tine	1	tiene	tiene, cine, vine, tina, time, tire	tine -> tiene	1780 ? Bnf_361	1780-bnf-361:028076	tlaquittli	Traducción	tejida cosa, tine?
candidate_spelling	tiraua	1	tirada	tirada, tirana, tiraba, tirara, tirará	tiraua -> tirada	1571 Molina 2	1571-molina-2:014385	nenquixtia	Traducción	desperdiciar y gastar algo sin provecho, o en vano, o no acertar a la que tiraua
candidate_spelling	tirter	1	tirare	tirare	tirter -> tirare	1780 ? Bnf_361	1780-bnf-361:019384	telicza	Traducción	acocear a otro o tirar coz o coces; tirter, õ dar de coces a otro
candidate_spelling	tiseras	1	tijeras	tijeras, viseras, tiesas, toserás, tiñeras, tiesuras	tiseras -> tijeras	1571 Molina 1	1571-molina-1:016182	lo mismo	Traducción	tiseras
candidate_spelling	tivia	1	Livia	Livia, tibia, vivía, trivia	tivia -> Livia	17?? Bnf_362	17-bnf-362:000862	yamancatl	Traducción	agua tivia, en algunas partes
candidate_spelling	tizic	1	tisis	tisis	tizic -> tisis	2021 Wimmer	2021-wimmer:035782	teuhcatl	Traducción (es)	nombre divino: deidad venerada en tizic y tenochtitlan
candidate_spelling	tizoc	1	tico	tico, tizón	tizoc -> tico	2021 Wimmer	2021-wimmer:036609	tizocicatzin	Traducción (es)	honorario. en tizoc
candidate_spelling	tiñido	1	tenido	tenido, teñido, tímido, tañido	tiñido -> tenido	1598 Tezozomoc	1598-tezozomoc:000996	malacaquetzalli	Traducción	plumaxe delgado sutil, de madera tiñido
candidate_spelling	tlacop	1	talco	talco, talcos	tlacop -> talco	1629 Alarcón	1629-alarcon:001418	tlacopatli	Traducción	bebedizo que es de la raíz llaman tlacopàtli, aunque tal vez se valen de la cola del tlaquatzi / raíz
candidate_spelling	tlah	1	tal	tal, talla, tala, talle, tallo, tale	tlah -> tal	2021 Wimmer	2021-wimmer:038849	tlahyelitta	Traducción (es)	cf. tlahëlitta
candidate_spelling	tlap	1	trap	trap, tal, talla, tala, talle, tallo	tlap -> trap	1645 Carochi	1645-carochi:000497	zan	Traducción	sólo / (excluyente) / sino / solamente / mä nel ~, siquiera / ~ cémi, de una vez / àmo ~ tlapohualpa, innumerables veces / ~ cánâ, en cual parte / ~ nö cuël, otra vez / ~ ye oncän, en el mismo lugar / àmo ~ miecpa, pocas veces / àmo ~ quën amî, no como quiera / àmo ~ tlapöhualli, infinita(s) / intlä
candidate_spelling	tobajas	1	sobajas	sobajas	tobajas -> sobajas	153? Trilingüe	153-trilingue:000007	canahuac	Traducción	tobajas
candidate_spelling	toder	1	poder	poder, toser	toder -> poder	2021 Wimmer	2021-wimmer:021673	matelina	Traducción (es)	v.refl., se toder
candidate_spelling	tohi	1	tshi	tshi	tohi -> tshi	2021 Wimmer	2021-wimmer:018417	ilamatototl	Traducción (es)	ornitología: tohi
candidate_spelling	toloa	1	tolva	tolva, tolda, tollos	toloa -> tolva	2021 Wimmer	2021-wimmer:003406	tolhuia	Traducción (es)	aplicación sobre toloa
candidate_spelling	tolocah	1	topocha	topocha	tolocah -> topocha	2021 Wimmer	2021-wimmer:003464	tolotepetl	Traducción (es)	montaña en el valle de toluca, de donde tomaron su nombre los tolocah
candidate_spelling	toloniron	1	tolondro	tolondro, tolondros, tolondrona, tolondrón	toloniron -> tolondro	1780 ? Bnf_361	1780-bnf-361:018754	tecuaxittomoniani	Traducción	hacedor de toloniron en la cabeza a otro
candidate_spelling	toloque	1	coloque	coloque, coloqué	toloque -> coloque	2021 Wimmer	2021-wimmer:011969	coltzin	Traducción (es)	nombre divino, dios del toloque
candidate_spelling	tomarvno	1	tomaron	tomaron	tomarvno -> tomaron	1571 Molina 2	1571-molina-2:023285	tlanehuia	Traducción	tomarvno por otro por inadvertencia, o no mirando bien lo que hace
candidate_spelling	tomayo	1	tomado	tomado, tocayo, Tamayo	tomayo -> tomado	2021 Wimmer	2021-wimmer:034028	tepetomatl	Traducción (es)	este término parece designar dos plantas diferentes: / botánicamente, un madroño. / botánico, tomate silvestre cuyos frutos (ìtomayo) no son comestibles. pero cuya raíz tiene propiedades medicinales y laxantes
candidate_spelling	tomur	1	tomar	tomar, tour, tumor	tomur -> tomar	1780 ? Bnf_361	1780-bnf-361:012190	millanehuia	Traducción	arrendar tomur a renta
candidate_spelling	tonner	1	tones	tones, tonel, tornen	tonner -> tones	2021 Wimmer	2021-wimmer:001572	tlatoponi	Traducción (es)	v.impers., tonner
candidate_spelling	torciendole	1	torciendo	torciendo, torciéndole	torciendole -> torciendo	2021 Wimmer	2021-wimmer:007229	yacapiloa	Traducción (es)	v.t. tla-., le adelgazo la punta, torciendole
candidate_spelling	tordu	1	tordo	tordo, torda	tordu -> tordo	2021 Wimmer	2021-wimmer:010116	chicoltic	Traducción (es)	tordu, tors, crochuque, recurvé. / cubierta de ala grande con plumas hacia la parte superior del ala
candidate_spelling	tormarse	1	torrase	torrase, torrares, tornares, toreares	tormarse -> torrase	1780 ? Bnf_361	1780-bnf-361:020741	tepitonihui	Traducción	tormarse pequeño
candidate_spelling	torniza	1	tronza	tronza	torniza -> tronza	1780 ? Bnf_361	1780-bnf-361:006078	zacamecatl	Traducción	soga, cuerda de esparto, torniza cuerda de esparto
candidate_spelling	tors	1	tory	tory, torás, toro, toros, tos, toas	tors -> tory	2021 Wimmer	2021-wimmer:010116	chicoltic	Traducción (es)	tordu, tors, crochuque, recurvé. / cubierta de ala grande con plumas hacia la parte superior del ala
candidate_spelling	tosedor	1	cosedor	cosedor, tesoro	tosedor -> cosedor	1571 Molina 2	1571-molina-2:000785	tlatlaztinemi	Traducción	tosedor que siempre anda tosiendo
candidate_spelling	tote	1	cote	cote, note, tome, vote, tope, tate	tote -> cote	2021 Wimmer	2021-wimmer:008874	zoyatanatli	Traducción (es)	tote hoja de palma
candidate_spelling	toto	1	todo	todo, foto, soto, toro, roto, tono	toto -> todo	153? Trilingüe	153-trilingue:011950	tlapoctlantililli	Traducción	muerto del toto
candidate_spelling	totolan	1	totola	totola	totolan -> totola	1580 Sahagún/Máynez	1580-sahagun-maynez:000187	totoltecatl	Traducción	el de totolan
candidate_spelling	totonac	1	totonaco	totonaco, totonaca	totonac -> totonaco	2021 Wimmer	2021-wimmer:004070	totonaque	Traducción (es)	pl. en totonac
candidate_spelling	trabieso	1	travieso	travieso	trabieso -> travieso	1765 Cortés y Zedeño	1765-cortes-y-zedeno:003592	quetziqui	Traducción	revesado, trabieso
candidate_spelling	trabuquetes	1	traquetees	traquetees, trabuques, trabuquemos	trabuquetes -> traquetees	2021 Wimmer	2021-wimmer:035247	tetlapehuiani	Traducción (es)	cazador de trabuquetes. / el que hábilmente le quita la silla a alguien para hacerlo caer
candidate_spelling	tracea	1	trocea	trocea, traca, tracen, traces, trace, trapea	tracea -> trocea	2021 Wimmer	2021-wimmer:029994	quenamicantlalia	Traducción (es)	v.t. tla-., dar forma a una cosa, disponerla de cierta manera. / v.t. tla-., dar forma o tracea a alguna cosa
candidate_spelling	tracería	1	traería	traería, trapería	tracería -> traería	2021 Wimmer	2021-wimmer:011397	coapetlatl	Traducción (es)	tracería de serpientes
candidate_spelling	tractado	1	tratado	tratado	tractado -> tratado	1571 Molina 2	1571-molina-2:000460	tlatlalia	Traducción	poner algo por orden, poner recaudo para decir misa, o poner algo en diversas partes, o poner la mesa con sus manteles, pan, cuchillo, salero. etc. o componer canto, o hacer tractado de escritura
candidate_spelling	tradition	1	tradición	tradición	tradition -> tradición	17?? Bnf_362	17-bnf-362:000065	tlatlalilli	Traducción	costumbre o tradition antihua; uso, o constumbre; cosa que está puesta en orden así
candidate_spelling	traduction	1	traducción	traducción, traductor	traduction -> traducción	1780 ? Bnf_361	1780-bnf-361:028241		Traducción	[sans traduction]
candidate_spelling	tragonía	1	tragona	tragona	tragonía -> tragona	153? Trilingüe	153-trilingue:009586	tequitlachualiztli	Traducción	tragonía
candidate_spelling	trampetas	1	trompetas	trompetas, tramperas, trampeas	trampetas -> trompetas	153? Trilingüe	153-trilingue:001910	yaoyoticanitlapitza	Traducción	tocar trampetas acometiendo
candidate_spelling	trapala	1	trágala	trágala, trápala, trapaza, trápalas, traspala, trapalea	trapala -> trágala	153? Trilingüe	153-trilingue:002476	chachalaquiliztli	Traducción	trapala estruendo
candidate_spelling	trasar	1	tratar	tratar, trazar, tragar, atrasar, transar, tramar	trasar -> tratar	1780 ? Bnf_361	1780-bnf-361:021133	tequitlalilia	Traducción	trasar tributo
candidate_spelling	trascasa	1	traspasa	traspasa, trasvasa	trascasa -> traspasa	1571 Molina 1	1571-molina-1:032529	calcuitlacoyoctli	Traducción	postigo, puerta trascasa
candidate_spelling	trasmontañas	1	tramontanas	tramontanas, tramontabas, tramontaras	trasmontañas -> tramontanas	1598 Tezozomoc	1598-tezozomoc:001604	tepetlatepotzcatl	Traducción	señor de las trasmontañas *al
candidate_spelling	trastor	1	tractor	tractor, trastero	trastor -> tractor	1780 ? Bnf_361	1780-bnf-361:027515	tlapapatililli	Traducción	trastor(n)ada cosa
candidate_spelling	trastornaua	1	trastornada	trastornada, trastornaba, trastornara, trastornará	trastornaua -> trastornada	1598 Tezozomoc	1598-tezozomoc:001494	teixcuepani	Traducción	[brujo] que mirando alguno le trastornaua la vista, que le hacía entender ver algún gran animal o árboles y otras visiones de espanto *af
candidate_spelling	trasuinar	1	trasminar	trasminar	trasuinar -> trasminar	1595 Rincón	1595-rincon:000356	ixitza	Traducción	hacer gotear o trasuinar
candidate_spelling	trasuinarse	1	trasminares	trasminares, trasminarse	trasuinarse -> trasminares	1595 Rincón	1595-rincon:000354	ixica	Traducción	gotear o trasuinarse algo
candidate_spelling	trasumto	1	trasunto	trasunto, trasuntó, trasmuto, trasmutó	trasumto -> trasunto	1598 Tezozomoc	1598-tezozomoc:000217	tzoncoztli	Traducción	figura / trasumto *af
candidate_spelling	trataronle	1	trataron	trataron	trataronle -> trataron	1571 Molina 2	1571-molina-2:011024	amo zan quenin quimopolhuique	Traducción	trataronle inhumanamente y cruelmente
candidate_spelling	tratornada	1	trastornada	trastornada	tratornada -> trastornada	1780 ? Bnf_361	1780-bnf-361:025570	tlaixtlapachmantli	Traducción	tratornada escudilla u otra cosa
candidate_spelling	trauesura	1	travesura	travesura	trauesura -> travesura	1571 Molina 2	1571-molina-2:014785	aquen tlattaliztli	Traducción	trauesura, o desvergüenza
candidate_spelling	trauesuras	1	travesuras	travesuras	trauesuras -> travesuras	1571 Molina 2	1571-molina-2:011090	ixtlaza	Traducción	confundir a otro, o afrentar el hijo a sus padres con sus trauesuras
candidate_spelling	travail	1	trivial	trivial	travail -> trivial	2021 Wimmer	2021-wimmer:025877	nentequiti	Traducción (es)	v.i., travail en vano. / v.i., trabaja en balde, en vano
candidate_spelling	travajan	1	trabajan	trabajan	travajan -> trabajan	17?? Bnf_362	17-bnf-362:005100	tlaquehua	Traducción	salariar a alguno; alquilar; lamar los peones que travajan a jornal
candidate_spelling	travesado	1	travesaño	travesaño, atravesado, traveseado	travesado -> travesaño	1780 ? Bnf_361	1780-bnf-361:002358	tlaxtlapalteca	Traducción	atravesar o poner algo de través, o travesado
candidate_spelling	trayan	1	tratan	tratan, tragan, traían, rayan, trazan, traban	trayan -> tratan	1571 Molina 2	1571-molina-2:004107	yecnonotza	Traducción	concertarse pacíficamente los que trayan pleito
candidate_spelling	trecientas	1	trescientas	trescientas, recientas	trecientas -> trescientas	153? Trilingüe	153-trilingue:001044	caxtolpohualpa	Traducción	trecientas veces
candidate_spelling	trensa	1	prensa	prensa, tensa, transa, trenza, trenca, ternas	trensa -> prensa	1780 ? Bnf_361	1780-bnf-361:002276	tlaxochpitzacti	Traducción	trena, o trensa
candidate_spelling	trez	1	tres	tres, tren, prez, tez	trez -> tres	1571 Molina 2	1571-molina-2:015622	olpia  +	Traducción	término de tiempo que tenían y contaban de cincuenta en cincuenta y trez años
candidate_spelling	trezientos	1	trescientos	trescientos	trezientos -> trescientos	2021 Wimmer	2021-wimmer:021758	matlactzonxiquipilli	Traducción (es)	trezientos mil, y mas dos mil
candidate_spelling	tribotar	1	tributar	tributar, tricotar	tribotar -> tributar	1547 Olmos_V ?	1547-olmos-v:001840	calaquia	Traducción	meter o tribotar
candidate_spelling	tribulario	1	tributario	tributario	tribulario -> tributario	1579 Durán	1579-duran:000008	tlenamacaque	Traducción	"turíbulos. incensarios. tribulario. incensador. ""incensadores"""
candidate_spelling	trigazo	1	trigaza	trigaza	trigazo -> trigaza	153? Trilingüe	153-trilingue:000528	castilla tlaollo	Traducción	trigazo cosa de trigo
candidate_spelling	trin	1	trie	trie, tren, trio, tris, brin, trina	trin -> trie	2021 Wimmer	2021-wimmer:026046	acatl	Traducción (es)	caña. phragmites communis trin. / una de las salidas del gran templo de tenochtitlan. / flecha. / caña designa la uretra
